# JD Flux Error
2.457137915949074086e+06 1.005934692761204285e+00 1.164796324515427611e-02
2.457137916180555709e+06 9.817198113112931557e-01 1.116208684181220490e-02
2.457137916412036866e+06 9.936777103509041309e-01 1.113730211380546502e-02
2.457137916643518489e+06 9.716282025663666166e-01 1.097871494150794505e-02
2.457137916875000112e+06 1.035849283472899396e+00 1.194398993959486580e-02
2.457137917106481269e+06 1.023121828414136569e+00 1.147248304528046894e-02
2.457137917337962892e+06 9.750085842253193302e-01 1.106305474075440498e-02
2.457137917569444515e+06 9.985508320948894845e-01 1.107247464754451509e-02
2.457137917800926138e+06 1.004853969438069816e+00 1.110526323986504166e-02
2.457137918032407295e+06 9.832768488418525132e-01 1.127170734602082371e-02
2.457137918263888918e+06 1.004030723499172328e+00 1.118424248048476011e-02
2.457137918495370541e+06 1.015471825424514973e+00 1.133891345732333800e-02
2.457137918726851698e+06 9.892296846398352939e-01 1.130622685294382576e-02
2.457137918958333321e+06 9.939985907113337849e-01 1.117479171287152559e-02
2.457137919189814944e+06 1.020480781013983540e+00 1.122982369466683783e-02
2.457137919421296101e+06 1.018905510014947335e+00 1.115008362081887881e-02
2.457137919652777724e+06 1.008241219235397335e+00 1.121974839200509839e-02
2.457137919884259347e+06 1.032618601455268070e+00 1.117509997482956166e-02
2.457137920115740970e+06 1.011420630012682897e+00 1.135305346438380755e-02
2.457137920347222127e+06 1.022852242872343664e+00 1.163351146250246951e-02
2.457137920578703750e+06 1.019016124923232569e+00 1.114842702264867008e-02
2.457137920810185373e+06 1.006353785628877784e+00 1.133299742949534991e-02
2.457137921041666530e+06 1.022226694161080474e+00 1.142078535197298302e-02
2.457137921273148153e+06 9.934642764701536732e-01 1.136766405842734758e-02
2.457137921504629776e+06 9.897013531543266129e-01 1.155010136499985858e-02
2.457137921736110933e+06 9.612894940887233286e-01 1.128010359443256012e-02
2.457137921967592556e+06 1.005555322679990038e+00 1.150770116556378529e-02
2.457137922199074179e+06 9.999737043354838262e-01 1.160260204514315836e-02
2.457137922430555336e+06 9.925002630357038225e-01 1.108294566356814517e-02
2.457137922662036959e+06 1.016663610020356101e+00 1.119514096633920583e-02
2.457137922893518582e+06 9.943581223531214874e-01 1.145836630965067944e-02
2.457137923125000205e+06 9.760189926540395744e-01 1.124563296470433571e-02
2.457137923356481362e+06 1.039128237378891262e+00 1.163785696422120139e-02
2.457137923587962985e+06 9.463645224047017024e-01 1.118991497606699331e-02
2.457137923819444608e+06 9.976363364802509626e-01 1.141150836355073542e-02
2.457137924050925765e+06 9.996710324602724462e-01 1.133798372660458145e-02
2.457137924282407388e+06 1.013099170295377993e+00 1.157716910131102554e-02
2.457137924513889011e+06 1.001163710859966027e+00 1.106321360857139349e-02
2.457137924745370168e+06 1.039641463463796489e+00 1.162741548299086811e-02
2.457137924976851791e+06 1.010378679964967663e+00 1.103898776809424630e-02
2.457137925208333414e+06 9.984181185857085028e-01 1.104988442077018199e-02
2.457137925439815037e+06 1.020729590037503520e+00 1.134205863312544652e-02
2.457137925671296194e+06 1.009625069534555220e+00 1.126169980801255618e-02
2.457137925902777817e+06 1.000411895458223510e+00 1.122260695203760976e-02
2.457137926134259440e+06 9.829170525136262659e-01 1.098831830475168955e-02
2.457137926365740597e+06 9.911556373693249933e-01 1.124718857952529578e-02
2.457137926597222220e+06 1.013721509792098852e+00 1.121542703450570042e-02
2.457137926828703843e+06 1.008653220327095923e+00 1.119783057393319500e-02
2.457137927060185000e+06 9.730361568520583537e-01 1.098569319980137113e-02
2.457137927291666623e+06 1.013050906214402636e+00 1.127838350931934658e-02
2.457137927523148246e+06 1.003154606016290806e+00 1.120660820816885006e-02
2.457137927754629403e+06 1.008852041664324517e+00 1.105674138395580132e-02
2.457137927986111026e+06 9.997401112840036408e-01 1.128391640624103708e-02
2.457137928217592649e+06 1.020618148568211758e+00 1.122505619474760928e-02
2.457137928449074272e+06 9.978574199275686007e-01 1.101904164085747845e-02
2.457137928680555429e+06 1.040408498842166241e+00 1.139715565149937611e-02
2.457137928912037052e+06 1.025187157334452648e+00 1.120207901039068157e-02
2.457137929143518675e+06 9.894753549674720761e-01 1.118631942971372653e-02
2.457137929374999832e+06 1.007841448923178618e+00 1.121017660926267555e-02
2.457137929606481455e+06 9.929368880884745785e-01 1.134464016653212448e-02
2.457137929837963078e+06 9.563987130577088491e-01 1.101374120475316805e-02
2.457137930069444235e+06 1.021997587350471415e+00 1.136426924162489173e-02
2.457137930300925858e+06 1.009460087953677032e+00 1.112147129993583394e-02
2.457137930532407481e+06 1.020469032266331899e+00 1.121545027352695983e-02
2.457137930763889104e+06 1.023719213985359922e+00 1.137780294046268625e-02
2.457137930995370261e+06 9.880727946458298661e-01 1.117135368644860648e-02
2.457137931226851884e+06 1.057015637862642299e+00 1.131191646348807429e-02
2.457137931458333507e+06 1.019938322394843722e+00 1.128416523150617759e-02
2.457137931689814664e+06 9.958407520607749364e-01 1.099836967174996731e-02
2.457137931921296287e+06 9.870064015409777403e-01 1.129522106502899546e-02
2.457137932152777910e+06 9.652050713628592682e-01 1.050672098573452069e-02
2.457137932384259067e+06 9.827062335762203338e-01 1.117291084566961190e-02
2.457137932615740690e+06 9.685358542767686929e-01 1.151340322313134344e-02
2.457137932847222313e+06 9.982431613566783435e-01 1.114980153680344976e-02
2.457137933078703936e+06 1.041467896556255157e+00 1.128819683572238226e-02
2.457137933310185093e+06 1.000517100522311464e+00 1.143190490679579958e-02
2.457137933541666716e+06 9.881380085784289280e-01 1.140453276739841239e-02
2.457137933773148339e+06 9.786194139209186682e-01 1.139532636069925074e-02
2.457137934004629496e+06 9.763581370878423593e-01 1.115626946732624185e-02
2.457137934236111119e+06 9.876508524885562190e-01 1.150395573160668122e-02
2.457137934467592742e+06 1.013892697781164642e+00 1.169452622487303188e-02
2.457137934699073900e+06 1.034220903112253565e+00 1.178803794575911112e-02
2.457137934930555522e+06 9.798204964394539029e-01 1.160444585455510519e-02
2.457137935162037145e+06 1.012427808256057826e+00 1.158925082052863868e-02
2.457137935393518303e+06 9.670225367948680484e-01 1.150588849943185409e-02
2.457137935624999925e+06 1.009257613984324342e+00 1.144275240368446654e-02
2.457137935856481548e+06 9.918944920758342443e-01 1.114249937419676054e-02
2.457137936087963171e+06 9.894935521102515841e-01 1.128107557694401838e-02
2.457137936319444329e+06 9.877322633683714992e-01 1.139395445592343223e-02
2.457137936550925951e+06 9.817819572817974016e-01 1.155803553367428134e-02
2.457137936782407574e+06 9.794465068579363276e-01 1.150242808052510946e-02
2.457137937013888732e+06 9.664778353154416246e-01 1.178123865887520730e-02
2.457137937245370355e+06 1.006318977734095954e+00 1.215283951596866918e-02
2.457137937476851977e+06 9.955674427541971738e-01 1.139664575276164854e-02
2.457137937708333135e+06 1.040510594927602783e+00 1.164350352365597918e-02
2.457137937939814758e+06 1.022159444204073786e+00 1.160336919843688377e-02
2.457137938171296380e+06 1.009979236384982659e+00 1.160113823351643925e-02
2.457137938402778003e+06 9.901264711198307644e-01 1.165848943973965372e-02
2.457137938634259161e+06 1.006465816033609517e+00 1.143993164268252566e-02
2.457137938865740784e+06 9.941714319930817778e-01 1.147267839204553323e-02
2.457137939097222406e+06 1.005773894340131758e+00 1.143582484601331911e-02
2.457137939328703564e+06 9.946795095054782321e-01 1.122918766999459611e-02
2.457137939560185187e+06 1.025293484603946093e+00 1.157385202284231564e-02
2.457137939791666809e+06 9.988589726110634892e-01 1.135358784764809240e-02
2.457137940023147967e+06 1.021122410163676442e+00 1.170019636625602329e-02
2.457137940254629590e+06 9.831927662230037779e-01 1.159823341459751724e-02
2.457137940486111213e+06 1.012100014107501611e+00 1.162588550069141094e-02
2.457137940717592370e+06 1.004033975661968947e+00 1.150775023577781803e-02
2.457137940949073993e+06 9.981195038797053831e-01 1.156578888530086606e-02
2.457137941180555616e+06 9.915004558650163391e-01 1.145884816489393769e-02
2.457137941412037238e+06 9.769473543242157554e-01 1.137379077502460693e-02
2.457137941643518396e+06 9.772182629455734570e-01 1.148406453716871792e-02
2.457137941875000019e+06 9.953835036602594055e-01 1.143032303889193572e-02
2.457137942106481642e+06 1.029735904576097205e+00 1.169380114567514922e-02
2.457137942337962799e+06 1.016050231437863882e+00 1.168267178576674545e-02
2.457137942569444422e+06 9.962356654793983468e-01 1.156669488685424345e-02
2.457137942800926045e+06 1.023689645904058532e+00 1.157360675388710222e-02
2.457137943032407202e+06 9.616624442607767387e-01 1.111852534313820424e-02
2.457137943263888825e+06 9.511476491211138251e-01 1.140240758608770770e-02
2.457137943495370448e+06 1.011342625050668298e+00 1.172095157570538296e-02
2.457137943726852071e+06 1.004732951391098750e+00 1.161738741775564243e-02
2.457137943958333228e+06 9.750281431574696622e-01 1.126945643224138392e-02
2.457137944189814851e+06 9.984938257639037751e-01 1.146033336189099597e-02
2.457137944421296474e+06 9.674722413777095964e-01 1.154618902443617194e-02
2.457137944652777631e+06 9.841450877535540265e-01 1.163171592037377973e-02
2.457137944884259254e+06 1.005299910475099034e+00 1.169259343556208232e-02
2.457137945115740877e+06 9.812485942703231823e-01 1.141684658399448951e-02
2.457137945347222034e+06 9.906885467938916223e-01 1.145186440733566950e-02
2.457137945578703657e+06 1.005832675760597317e+00 1.196850401535036815e-02
2.457137945810185280e+06 9.974144326527598636e-01 1.167550073859266978e-02
2.457137946041666437e+06 1.014549084435421467e+00 1.177443843962655730e-02
2.457137946273148060e+06 9.745724423194239705e-01 1.125263070052791130e-02
2.457137946504629683e+06 1.019462243769793552e+00 1.147357051208885113e-02
2.457137946736111306e+06 1.018917541731334531e+00 1.145024526869601114e-02
2.457137946967592463e+06 9.917366974641038668e-01 1.158027740894665598e-02
2.457137947199074086e+06 9.929801544519705203e-01 1.127903833037771295e-02
2.457137947430555709e+06 9.910885524020773829e-01 1.156780780232906369e-02
2.457137947662036866e+06 1.003578547850155545e+00 1.188532344391196940e-02
2.457137947893518489e+06 1.032326919143527366e+00 1.169291849903583529e-02
2.457137948125000112e+06 1.102547493143626101e+00 1.248199551149092867e-02
2.457137948356481269e+06 1.010021034948647145e+00 1.157597825148431493e-02
2.457137948587962892e+06 9.782957081347753991e-01 1.158252420297869317e-02
2.457137948819444515e+06 9.915331883633679011e-01 1.162833439399882027e-02
2.457137949050926138e+06 9.954897956386237201e-01 1.183418278726692738e-02
2.457137949282407295e+06 9.725267692032383282e-01 1.237764386695957772e-02
2.457137949513888918e+06 9.746690616957499609e-01 1.191948794470951319e-02
2.457137949745370541e+06 9.774046559394135025e-01 1.140765317703291808e-02
2.457137949976851698e+06 9.905307304158742499e-01 1.143613709669489761e-02
2.457137950208333321e+06 1.002251771626238019e+00 1.149803840604703142e-02
2.457137950439814944e+06 9.501376915631561948e-01 1.125513078192997077e-02
2.457137950671296101e+06 1.000162914044307128e+00 1.141165055341470703e-02
2.457137950902777724e+06 9.807843753113468788e-01 1.138097208642870756e-02
2.457137951134259347e+06 1.024602878928390082e+00 1.185085078491322774e-02
2.457137951365740970e+06 9.815910509187807387e-01 1.145595078278546959e-02
2.457137951597222127e+06 9.795781007137616125e-01 1.136917664990545231e-02
2.457137951828703750e+06 1.014910762771499719e+00 1.203279418146035139e-02
2.457137952060185373e+06 9.830580228894961747e-01 1.170809177926056092e-02
2.457137952291666530e+06 1.008237205679174853e+00 1.156762543396946778e-02
2.457137952523148153e+06 1.019993647886597410e+00 1.164537712026543319e-02
2.457137952754629776e+06 1.008412282406309535e+00 1.154363762680731334e-02
2.457137952986110933e+06 9.879509515618596360e-01 1.154116049954263465e-02
2.457137953217592556e+06 1.026079079077319989e+00 1.150127544787496285e-02
2.457137953449074179e+06 9.937233608572682009e-01 1.144132475475368414e-02
2.457137953680555336e+06 9.737171922257338297e-01 1.123594399369872918e-02
2.457137953912036959e+06 1.005789727533586309e+00 1.148927600710862758e-02
2.457137954143518582e+06 1.022288059856590658e+00 1.174972656570982474e-02
2.457137954375000205e+06 1.041532818042070874e+00 1.171853922546961871e-02
2.457137954606481362e+06 9.646686708426203127e-01 1.138159525954465442e-02
2.457137954837962985e+06 9.898078839065066470e-01 1.156525175083347907e-02
2.457137955069444608e+06 1.002957349372555207e+00 1.163712501834442657e-02
2.457137955300925765e+06 9.786750449612381386e-01 1.137031546046998569e-02
2.457137955532407388e+06 1.064595904746191701e+00 1.192628615475147674e-02
2.457137955763889011e+06 9.845672003187457832e-01 1.141609439398291043e-02
2.457137955995370168e+06 9.901756946431538031e-01 1.148761793991681657e-02
2.457137956226851791e+06 9.647438158641522543e-01 1.143882047846047495e-02
2.457137956458333414e+06 9.727076866942538924e-01 1.147651521907881722e-02
2.457137956689815037e+06 1.011212402715307768e+00 1.167279336640994307e-02
2.457137956921296194e+06 1.031142906192655584e+00 1.181911252079653751e-02
2.457137957152777817e+06 9.819975800373123009e-01 1.142305907343576198e-02
2.457137957384259440e+06 9.640699690685820000e-01 1.162918994162140743e-02
2.457137957615740597e+06 9.829487537988195189e-01 1.152579046613602491e-02
2.457137957847222220e+06 9.726281797622083891e-01 1.177452732768292237e-02
2.457137958078703843e+06 9.837946811234705713e-01 1.178749217946581211e-02
2.457137958310185000e+06 1.001532884959838388e+00 1.163458121483401143e-02
2.457137958541666623e+06 1.034461523433681585e+00 1.189620160309749416e-02
2.457137958773148246e+06 1.021103014667775755e+00 1.188764860221645271e-02
2.457137959004629403e+06 1.064484256494875769e+00 1.218799409147389504e-02
2.457137959236111026e+06 1.030959433247609747e+00 1.178025472093119190e-02
2.457137959467592649e+06 9.947991443153797464e-01 1.230910743547434551e-02
2.457137959699074272e+06 1.015909846134915417e+00 1.249930631627652229e-02
2.457137959930555429e+06 9.678253181524785198e-01 1.210048806413217479e-02
2.457137960162037052e+06 9.851313148005349518e-01 1.198402545764622705e-02
2.457137960393518675e+06 1.057963551381480016e+00 1.301218107206168241e-02
2.457137960624999832e+06 1.000219410569032741e+00 1.231235286462628239e-02
2.457137960856481455e+06 1.005537482984232067e+00 1.315299801052686145e-02
2.457137961087963078e+06 9.454278906229339752e-01 1.185912789698827415e-02
2.457137961319444235e+06 1.008198385803896979e+00 1.213870465100602702e-02
